Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU model,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Lenovo,מ 2022,יעודכן בקרוב,Windows 11 Pro,ללא,"1.26 ק""ג",ThinkBook 13s,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,2560x1600,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,284","3,890",23,DDR4
Lenovo,מ 2022,יעודכן בקרוב,Windows 11 Home,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,AMD Ryzen 5,8 GB,2100Mhz,5500U,דור 4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated AMD Radeon Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,990","3,246",23,DDR4
HP,2021,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,4200Mhz,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,יעודכן בקרוב,"5,094","5,350",23,יעודכן בקרוב
Asus,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"0.88 ק""ג",ExpertBook B9,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris X Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,200","7,033",23,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 11 Home,מסך מסתובב,"1.4 ק""ג",Yoga 7,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"5,224","6,070",23,DDR4
HP,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.74 ק""ג",ProBook 450,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"USB-C , Bluetooth",WiFi 6,לא כולל,"3,948","4,490",23,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 11 Home,מסך מסתובב,"1.9 ק""ג",Yoga 7,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"4,568","5,790",23,DDR4
Dell,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.52 ק""ג",Latitude 3420,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,קורא טביעות אצבע,"RJ-45 , DisplayPort , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,375","3,905",23,DDR4
Lenovo,2021,יעודכן בקרוב,ללא,ללא,"2.45 ק""ג",Legion 5 Pro,AMD Ryzen 7,16 GB,3200MHz,5800H,דור 4,512 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,480","6,490",23,DDR4
Dell,מ 2022,יעודכן בקרוב,Windows 11 Pro,ללא,"1.66 ק""ג",Vostro 5510,Intel Core i7,16 GB,3400MHz,11390H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"4,284","4,690",24,DDR4
Lenovo,מ 2022,יעודכן בקרוב,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX350,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,890","3,190",24,DDR4
HP,2021,יעודכן בקרוב,Windows 10 PRO,מסך מסתובב,"1.32 ק""ג",EliteBook x360,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"7,433","8,999",24,DDR4
Asus,מ 2022,יעודכן בקרוב,Windows 11 Home,ללא,"1.8 ק""ג",VivoBook 15,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,541","3,190",24,DDR4
Lenovo,מ 2022,יעודכן בקרוב,Windows 11 Pro,מסך מסתובב,"1.5 ק""ג",IdeaPad Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"4,547","5,190",24,DDR4
Asus,מ 2022,יעודכן בקרוב,Windows  10,ללא,"1.8 ק""ג",לא רלוונטי,AMD Ryzen 3,8 GB,2600Mhz,3250U,דור 2,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,AMD Radeon  Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,855","2,190",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.9 ק""ג",ThinkPad E15,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,578","3,890",24,DDR4
Asus,מ 2022,יעודכן בקרוב,Windows 11 Home,ללא,"1.62 ק""ג",ZenBook Duo 14,Intel Core i7,16 GB,2900MHz,1195G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX450,כולל,מצלמת IR,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth",802.11ax,לא כולל,"6,790","8,489",24,DDR4
Asus,מ 2022,יעודכן בקרוב,ללא,ללא,"1.73 ק""ג",ExpertBook B1,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"2,999","3,153",24,DDR4
Asus,מ 2022,יעודכן בקרוב,Windows  10,ללא,"2 ק""ג",TUF Dash F15,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3050,לא כולל,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,748","5,990",24,DDR4
Lenovo,2021,יעודכן בקרוב,ללא,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i5,16 GB,2700MHz,11400H,דור 11,512 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"5,181","8,190",24,DDR4
Acer,2021,יעודכן בקרוב,Windows  10,ללא,"1.2 ק""ג",Swift 3,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,לא כולל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",לא כולל,"2,989","3,973",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.2 ק""ג",IdeaPad 4G,Qualcomm Snapdragon,8 GB,לא זמין,לא זמין,לא זמין,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Qualcomm Adreno 675 GPU,1 מגה פיקסל,מצלמת IR,"DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ac,לא כולל,"3,390","3,590",24,DDR4
Asus,2021,יעודכן בקרוב,ללא,ללא,"1.8 ק""ג",לא רלוונטי,AMD Ryzen 3,8 GB,2600Mhz,3250U,דור 3,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא זמין,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,613","1,890",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,532","5,688",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.55 ק""ג",ThinkPad P14s,AMD Ryzen 5,16 GB,2300MHz,5650U,דור 4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated AMD Radeon Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע",Bluetooth,802.11ax,לא כולל,"4,447","5,988",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 11 Home,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i7,16 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"5,950","7,450",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.64 ק""ג",ThinkPad E14,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,988","4,490",24,DDR4
Dell,2021,יעודכן בקרוב,Windows 11 Home,מסך מסתובב,"1.5 ק""ג",Inspiron 14,Intel Core i3,8 GB,2000Mhz,1125G4,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,Intel Iris Xe Graphics,כולל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"2,989","3,490",24,DDR4
Lenovo,מ 2022,יעודכן בקרוב,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,789","2,953",24,DDR4
Dell,2021,יעודכן בקרוב,Windows 11 Home,ללא,"1.73 ק""ג",Inspiron 3511,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Card Reader , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,089","2,290",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows  10,ללא,"1.5 ק""ג",ThinkBook,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Plus Graphics,כולל,לא כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,989","2,490",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.28 ק""ג",ThinkPad T14s,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"7,690","8,687",24,DDR4
Lenovo,2021,יעודכן בקרוב,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,590","1,690",24,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 11 Home,מסך מסתובב,"1.9 ק""ג",Yoga 7,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"5,091","6,390",25,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.7 ק""ג",ThinkPad E15,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,040","3,680",25,DDR4
Asus,2021,יעודכן בקרוב,Windows  10,ללא,"1.48 ק""ג",לא רלוונטי,Intel Core i3,8 GB,2100Mhz,10110U,דור 10,256 GB,SSD,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,Intel UHD Graphics 620,כולל,לא כולל,"VGA , RJ-45 , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,845","2,560",25,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,לא רלוונטי,"1.55 ק""ג",ThinkPad P14s,AMD Ryzen 7,16 GB,1900Mhz,5850U,דור 4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated AMD Radeon Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,863","5,118",25,DDR4
Asus,מ 2022,יעודכן בקרוב,ללא,ללא,"2.0 ק""ג",TUF Dash F15,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3050,לא כולל,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,268","4,826",25,DDR4
Dell,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.79 ק""ג",Precision 3561,Intel Core i7,16 GB,2300MHz,11800H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA T600,כולל,לא כולל,"RJ-45 , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"6,185","8,455",25,DDR4
Lenovo,מ 2022,יעודכן בקרוב,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,989","3,138",25,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,מסך מסתובב,"1.5 ק""ג",Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,790","5,090",25,DDR4
HP,2021,יעודכן בקרוב,Windows  10,ללא,"1.75 ק""ג",לא רלוונטי,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,לא זמין,LCD,60 Hz,ללא,לא זמין,1 מגה פיקסל,לא כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",לא כולל,"3,398","4,590",25,DDR4
Asus,מ 2022,יעודכן בקרוב,Windows 11 Home,מסך מסתובב,"1.3 ק""ג",לא רלוונטי,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,מצלמת IR,"Thunderbolt , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,915","5,549",25,DDR4
Dell,מ 2022,יעודכן בקרוב,ללא,ללא,"1.63 ק""ג",Vostro 5510,Intel Core i5,16 GB,3200MHz,11320H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,839","4,290",25,DDR4
Lenovo,מ 2022,יעודכן בקרוב,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,739","2,904",25,DDR4
HP,מ 2022,יעודכן בקרוב,Windows 11 Home,ללא,"1.74 ק""ג",לא רלוונטי,AMD Ryzen 3,8 GB,2600Mhz,5300U,דור 4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,AMD Radeon  Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"1,969","2,690",25,לא זמין
Lenovo,2021,יעודכן בקרוב,ללא,ללא,"2.4 ק""ג",Legion 5,Intel Core i5,16 GB,2700MHz,11400H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,271","5,088",25,DDR4
HP,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.32 ק""ג",EliteBook 840,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel Iris X Graphics,1 מגה פיקסל,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"5,874","6,789",25,DDR4
Dell,מ 2022,יעודכן בקרוב,ללא,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,877","2,059",25,DDR4
Lenovo,מ 2022,יעודכן בקרוב,Windows 11 Home,מסך מסתובב,"1.32 ק""ג",Yoga 6,AMD Ryzen 5,16 GB,2100Mhz,5500U,דור 4,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated AMD Radeon Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,186","4,930",25,DDR4
Lenovo,2021,יעודכן בקרוב,Windows  10,מסך מסתובב,"1.8 ק""ג",Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,LCD,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,490","5,890",25,DDR4
Lenovo,2021,יעודכן בקרוב,ללא,ללא,"1.6 ק""ג",לא רלוונטי,AMD,4 GB,לא זמין,3020e,לא זמין,128 GB,SSD,לא כולל,14 אינטש,1366x768,LCD,60 Hz,ללא,Integrated AMD Radeon Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ac,לא כולל,999,"1,499",25,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 11 Home,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i5,16 GB,2700MHz,11400H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3050 Ti,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,800","6,362",25,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 11 Home,ללא,"1.38 ק""ג",Yoga Slim 7,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,90 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,מצלמת IR,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"5,800","7,078",25,DDR4
Lenovo,2021,יעודכן בקרוב,Windows 10 PRO,ללא,"1.4 ק""ג",ThinkBook 14,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,100","3,990",25,DDR4
Lenovo,מ 2022,יעודכן בקרוב,Windows  10,ללא,"1.6 ק""ג",V14 G2,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,933","2,090",25,DDR4
